IP,TTL,FREQ
162.140.63.2,118,12
236.167.243.150,247,7
236.167.243.150,246,4
245.10.230.253,54,23
245.10.230.253,245,2
237.130.51.105,243,1
162.134.60.249,54,5
107.211.32.70,40,3
140.157.84.86,122,10
162.133.85.6,117,12
140.148.64.128,116,1
228.84.145.110,113,4
162.138.71.29,53,1
162.138.71.29,117,14
140.132.228.40,120,8
244.118.247.251,245,3
244.118.247.251,54,117
248.81.186.237,56,1
115.52.56.126,122,1038
227.95.32.227,119,3
227.95.32.227,120,1
237.19.12.166,114,6
115.52.55.104,122,7
227.247.81.51,61,35
227.186.145.246,60,40
227.161.17.132,121,379
140.131.163.171,118,18
237.130.5.100,246,1
115.43.131.89,122,88
245.252.18.231,120,2
140.116.24.98,120,23
157.197.148.128,97,3
239.178.24.237,58,13
239.187.17.106,253,66
241.222.224.34,121,922
3.196.221.201,56,122
155.193.176.97,248,1
244.171.238.255,244,5
245.12.232.21,115,113
243.21.167.20,117,63
245.253.142.219,120,53
115.50.78.221,121,16
115.32.223.73,122,302
245.239.240.190,55,5
140.140.66.98,248,224
140.137.140.220,119,770
140.137.140.220,118,7
140.136.241.174,119,11
240.169.225.243,117,24
3.189.203.19,247,54
236.32.122.6,246,11
236.32.122.6,55,5
3.177.209.242,56,30
0.87.237.52,119,2
0.87.237.52,120,6
137.142.211.255,56,1
238.76.133.18,118,104
241.43.33.150,119,1
140.135.25.26,121,11
245.252.2.159,118,49
245.73.103.3,59,67
245.73.103.3,58,64
224.81.169.169,114,13
236.33.84.134,120,44
241.8.57.67,121,50
71.199.120.20,55,2
249.174.197.181,55,424
249.174.197.181,52,2
249.174.197.181,51,2
115.34.248.90,123,173
237.108.173.249,250,3
224.84.151.46,51,11
241.229.143.150,246,49
69.68.181.232,56,99
245.252.11.4,119,103
1.17.105.214,55,3
162.157.60.186,117,434
238.203.169.93,120,1
143.182.144.153,121,199
241.229.179.22,246,1
0.92.170.230,246,4
115.49.28.172,122,354
245.253.142.85,120,188
3.176.209.237,120,4
109.46.134.45,58,134
165.206.199.195,119,22
165.206.199.195,118,21
69.240.151.25,114,6
162.138.195.19,120,394
225.211.42.173,110,21
140.133.40.210,118,23
140.133.40.210,120,10
238.190.128.245,53,1636
238.190.128.245,118,149
135.203.166.236,120,29
162.159.62.125,120,6
115.40.96.226,122,5
227.192.219.90,120,4
107.211.58.242,118,20
100.139.2.127,119,3
115.52.16.241,121,598
71.219.132.67,116,35
100.169.113.2,120,175
245.104.252.207,114,25
162.132.49.85,118,88
240.191.104.190,58,3
249.33.193.222,248,27
236.133.152.179,242,45
245.38.189.25,244,3
107.214.176.219,118,1
162.138.24.3,53,7
107.211.136.73,118,118
107.210.106.52,117,241
107.215.33.33,117,337
245.239.238.12,118,5
140.132.156.244,120,31
140.133.34.123,118,74
140.133.34.123,120,4
140.128.249.131,117,13
162.139.163.1,55,1
227.186.161.6,59,2
0.15.50.27,120,190
245.239.244.59,119,10
238.93.51.157,118,4
245.252.202.80,117,63
0.245.140.117,251,6
107.211.81.119,117,74
0.249.91.122,57,30
236.32.55.19,119,2
140.141.56.12,120,6
227.221.127.131,122,7
107.210.160.207,118,24
3.46.27.98,119,182
236.67.79.233,118,42
0.180.19.9,120,2
0.246.117.211,61,113
0.246.117.211,2,1
0.246.117.211,3,1
69.68.181.159,56,20
71.219.148.164,117,164
245.252.158.221,119,90
225.209.98.1,242,55
115.50.169.63,122,19
115.52.52.158,122,10
115.43.152.223,122,47
237.68.37.118,114,7
107.206.55.58,120,5
238.139.209.143,53,1113
238.139.209.143,244,4
115.50.53.174,122,26
0.144.141.242,248,15
245.253.38.122,119,5
245.253.102.140,58,2
245.253.102.140,249,3
245.253.102.140,59,5
162.136.89.56,118,27
107.154.51.16,56,905
162.139.247.239,119,18
239.184.122.56,247,4
143.173.70.239,121,28
244.171.230.73,244,9
238.26.2.11,54,9
115.52.95.12,122,732
140.134.198.136,117,4
245.239.198.96,119,4
140.157.119.127,122,1
252.44.240.254,246,29
241.46.188.161,57,59
2.158.236.160,117,261
131.23.198.81,121,62
115.32.169.75,122,191
107.233.9.185,55,2
107.233.9.185,56,13
0.113.19.237,57,12
140.118.72.76,119,4
244.172.15.13,21,93
244.172.15.13,117,8
3.112.222.20,252,10
162.137.2.103,120,118
241.110.62.0,57,12
238.66.195.255,251,2
140.128.128.160,120,9
107.218.96.85,119,4
252.44.30.84,119,3
3.32.105.29,118,26
143.165.6.4,54,35
241.188.58.61,57,12
128.65.184.20,117,440
227.33.185.163,121,2
140.157.208.33,123,1
140.114.179.56,120,22
162.141.107.129,118,8
162.136.63.16,119,21
140.113.219.236,120,82
245.252.31.164,119,17
107.212.158.247,118,25
115.52.1.134,122,198
140.141.77.226,120,62
140.119.189.222,247,24
140.129.156.246,54,39
140.129.156.246,245,1
162.135.205.148,118,451
71.142.35.195,55,4
71.142.35.195,118,31
244.181.92.40,244,1
241.201.127.117,60,72
241.201.127.117,251,2
241.201.127.117,59,2
245.252.164.42,119,77
245.38.167.171,244,2
165.206.209.62,118,1
227.161.83.213,116,12
241.245.48.41,123,3
115.55.10.142,122,1259
239.115.122.1,116,9
239.115.122.1,117,2
150.84.243.5,250,1
140.128.89.36,120,21
241.229.142.182,246,1217
241.229.142.182,96,1
241.229.142.182,38,3
241.229.142.182,39,1
69.73.213.250,113,1
69.73.213.250,18,36
69.73.213.250,114,425
227.128.182.227,248,4
245.253.156.161,118,159
227.247.83.74,61,9
244.171.225.177,244,2
162.143.92.6,55,263
238.243.41.69,120,43
162.138.186.3,117,17
5.102.148.79,56,48
140.140.163.210,120,15
162.141.38.92,118,4
241.110.245.217,120,1
224.206.38.59,114,6
244.171.225.115,244,2
162.133.159.92,117,18
140.140.24.231,119,30
236.67.26.38,118,19
238.57.5.36,254,73
238.139.166.138,117,241
244.131.31.79,116,23
227.212.79.195,121,49
227.247.80.219,61,4
115.254.221.140,120,8
243.160.185.160,116,43
115.254.238.108,122,325
115.51.160.205,122,3
245.56.129.69,117,173
245.56.129.69,116,51
245.56.129.69,54,4
245.56.129.69,53,12
107.211.166.30,245,1
3.112.221.251,59,26
227.57.47.43,248,3
244.170.83.191,117,6
25.192.108.37,23,1
227.247.87.16,61,332
227.235.28.107,121,11
241.245.52.72,122,1
162.136.89.46,118,14
137.142.219.226,56,1
243.160.18.2,56,9
149.175.202.62,118,49
149.175.202.62,52,4
3.240.180.91,120,307
107.113.204.235,120,2
140.137.3.82,57,1
140.139.199.185,118,128
249.180.219.205,56,2
227.247.82.149,61,95
0.33.227.60,56,6
245.55.182.182,118,48
100.189.230.162,118,1413
100.189.230.162,119,3019
100.189.230.162,120,328
245.252.210.192,117,89
245.252.28.207,119,3
245.253.146.149,118,2
245.252.29.55,119,27
245.252.237.88,122,70
140.139.208.227,118,21
115.33.252.136,122,4
227.247.88.223,61,27
140.131.170.207,118,7
245.252.199.211,118,273
241.229.142.87,246,71
241.229.142.87,102,1
115.254.252.147,121,895
135.203.166.30,120,8
140.129.70.218,117,121
241.46.190.71,249,2
245.253.87.201,118,1657
115.49.127.91,122,356
115.50.119.101,122,4
157.197.148.56,97,6
135.203.162.228,120,138
115.45.80.18,122,33
71.216.196.174,116,913
227.33.146.219,122,19
115.42.10.207,122,11
0.92.166.156,54,225
140.123.16.101,119,221
0.17.11.57,117,1
245.244.34.134,117,24
236.249.72.1,118,21
115.42.31.177,27,1
240.191.91.226,55,1
238.250.146.239,58,180
162.141.98.147,118,33
238.148.130.122,122,4
238.148.130.122,59,12
236.67.95.0,55,232
236.67.95.0,246,12
245.252.12.197,118,74
252.44.16.160,118,2
115.50.159.236,122,242
0.3.117.91,122,2138
0.3.117.91,59,20
140.139.155.118,118,2
244.3.96.142,53,1938
140.143.219.2,118,10
237.108.167.252,58,19
143.173.84.98,121,210
140.142.105.21,121,19
107.212.86.51,119,219
238.30.23.154,117,483
178.179.51.80,23,1
0.3.4.243,252,28
115.54.135.43,122,1550
162.157.254.16,54,10
244.140.237.225,119,7124
236.219.233.134,49,2
236.219.233.134,50,96
162.143.73.148,245,2
107.236.59.27,117,1
107.236.59.27,118,5
244.37.170.180,113,8
244.133.157.11,117,3
238.2.123.76,60,8
238.2.123.76,59,38
227.118.168.67,121,32
140.118.37.254,247,50
107.233.87.136,120,12
241.201.118.211,60,1920
227.247.88.77,61,65
241.168.241.209,118,17
1.78.195.216,57,466
107.212.97.169,119,5
238.1.97.7,251,5
0.17.31.198,117,16
0.202.35.185,116,24
115.43.177.176,122,5
244.171.234.77,244,9
107.213.68.38,55,1868
227.33.169.125,59,142
140.157.150.31,122,27
115.40.177.89,120,162
115.42.39.54,122,4
224.80.176.10,50,134
224.80.176.10,241,3
162.142.94.3,57,35
227.64.165.8,60,2
162.133.212.214,116,5
71.216.229.216,53,12
245.49.179.70,117,5
140.140.100.145,119,44
241.84.141.111,57,772
241.84.141.111,102,1
241.84.141.111,105,1
241.84.141.111,43,2
241.84.141.111,106,13
241.84.141.111,108,3
140.138.74.83,121,1
245.253.123.83,120,6
0.113.26.45,56,1
0.113.26.45,119,4
140.157.53.115,121,345
244.171.225.196,244,2
115.54.211.215,122,6
140.140.38.193,121,15
236.164.157.20,113,2
224.86.206.254,114,178
245.13.121.12,53,192
228.86.97.128,115,4
228.86.97.128,114,1
241.201.108.245,60,72
162.141.214.6,118,1
115.34.85.177,122,1
238.76.140.246,118,773
227.152.153.221,54,16
241.201.123.44,60,64
245.253.179.17,123,14
107.214.162.11,119,8
241.8.8.128,121,53
241.221.185.77,121,85
241.221.185.77,58,6
241.221.185.77,57,5
162.131.72.3,57,19
69.224.199.118,114,2
140.140.103.112,121,11
1.88.116.215,59,1006
115.51.57.168,123,115
238.2.107.120,111,2
115.48.100.77,122,16
245.38.177.125,244,1
107.215.3.249,118,730
0.249.241.107,120,22
140.128.176.30,119,6
140.128.176.30,57,1
107.237.241.114,120,2
0.64.203.86,118,71
140.137.72.78,120,446
107.214.50.189,119,173
107.236.24.32,119,1
107.236.24.32,120,42
236.108.232.4,112,7
140.128.229.249,120,2
3.176.161.98,143,1
245.253.129.0,123,2
153.125.108.249,121,81
140.157.30.3,122,2771
252.44.5.15,119,3
115.52.24.78,122,19
245.239.235.175,119,1
4.106.58.173,120,1019
107.215.242.171,120,6
0.88.173.219,248,46
0.88.173.219,48,3
245.252.129.142,119,41
1.16.142.118,117,7
162.136.183.6,117,5
153.125.231.234,121,83
107.212.116.67,119,244
3.170.231.232,119,3
252.9.187.222,58,6
227.137.186.31,58,807
115.204.63.203,118,70
140.140.52.165,56,9
3.142.158.254,120,1
140.157.5.250,249,1
115.51.164.246,122,3
245.252.215.234,119,526
245.102.8.196,118,3
140.121.12.88,117,12
165.206.226.242,118,93
107.212.54.52,118,14
241.201.119.103,60,237
241.201.119.103,251,3
150.84.252.179,249,4
140.114.198.12,56,13
244.181.64.134,244,1
245.239.251.79,118,60
243.243.242.234,54,2
238.107.119.171,112,7
252.172.124.60,56,37
252.172.124.60,54,10
252.172.124.60,55,1
245.111.240.44,120,73
140.131.122.75,118,16
140.129.72.21,118,1
227.64.190.97,123,1
107.142.90.249,120,2
0.247.248.43,251,5
2.58.22.224,119,8
0.87.138.252,122,6
244.171.239.24,244,9
153.125.15.48,121,6
245.244.56.208,117,103
224.84.114.160,114,6
245.252.163.40,119,88
227.38.212.247,57,1
115.49.196.9,122,15
3.142.156.81,56,19
224.86.206.120,50,27
115.34.78.191,122,1
245.253.39.192,23,17
240.169.174.11,54,37
238.250.152.223,121,8
238.77.89.206,118,5
245.253.162.9,118,10
162.141.89.121,118,10
140.137.164.142,119,2
244.171.235.178,244,9
241.8.152.30,121,86
245.239.251.206,245,491
0.180.39.104,121,111
115.51.144.178,122,3489
140.130.16.252,119,73
140.128.238.249,53,10
236.165.39.123,240,214
237.108.166.233,122,3
244.125.15.227,52,8478
243.160.204.28,59,40
243.160.204.28,250,4
248.94.105.255,56,12
245.55.31.24,120,69
100.174.24.62,120,2
3.231.224.194,121,53
245.252.19.30,24,35
140.138.134.86,121,53
137.142.243.20,120,34
140.118.155.88,119,1
224.203.78.164,116,6
236.32.108.92,120,51
236.32.108.92,121,8
107.43.201.213,118,29
143.182.166.202,121,742
107.210.176.55,118,2
115.51.160.255,57,6
140.115.173.189,117,379
227.186.155.140,59,838
227.186.155.140,251,9
243.160.204.56,59,2901
252.44.40.193,117,3
244.163.97.134,119,20
115.51.40.146,123,12
238.231.214.130,54,2
238.207.153.84,117,169
107.210.84.117,117,6
227.104.97.189,57,113
227.104.97.189,248,1
224.86.188.85,113,16
162.132.121.69,117,1
107.211.205.208,119,2
241.169.142.97,57,5
245.253.158.24,118,5
3.231.246.0,122,86
115.52.63.172,122,677
140.129.25.249,246,2
115.34.191.10,122,6297
245.38.167.133,244,9
245.252.211.62,117,374
140.131.228.127,119,25
227.10.219.119,53,1131
115.51.173.28,122,3
0.180.16.74,120,16
1.241.90.101,52,298
1.241.90.101,245,21
1.241.90.101,53,143
115.51.22.211,122,33
107.235.100.22,245,1
107.235.100.22,246,1
249.91.95.254,55,16
245.122.245.3,59,28
140.134.192.225,117,5
245.253.95.170,119,21
227.247.82.147,61,116
236.67.247.22,119,19
115.33.97.55,122,10
140.119.255.247,120,3
244.172.17.5,117,112
143.182.221.132,121,13
241.221.162.30,119,4
245.252.155.8,122,24
245.252.155.8,123,12
131.68.220.210,115,22
171.112.126.252,115,30
140.139.29.243,119,184
162.135.241.221,117,62
100.253.155.29,120,1270
100.253.155.29,118,6
107.214.218.155,118,21
241.8.60.98,121,26
140.132.198.152,120,8
3.160.99.2,245,8
245.10.230.252,54,18
0.185.18.155,118,243
227.22.95.191,56,1
140.143.214.16,118,37
245.97.156.204,54,9
3.176.134.195,121,4
243.236.238.201,245,2
115.34.59.82,58,2
243.160.204.13,59,462
244.171.229.205,244,1
244.171.235.18,244,9
240.69.20.225,249,4
248.54.183.226,117,157
242.56.141.244,121,2
115.48.62.208,121,13
140.138.190.147,57,14
236.207.107.188,118,9
140.121.97.65,118,12
242.89.130.28,246,6
162.138.176.244,121,5
228.84.18.8,115,154
140.158.6.99,117,1
243.160.204.73,59,14
3.112.222.1,60,7
245.244.60.32,117,3
100.189.248.208,54,5970
100.189.248.208,53,83
224.83.226.173,113,6
245.49.53.249,55,2
140.134.199.157,117,34
115.48.113.146,249,4
225.209.45.224,113,8
225.209.45.224,114,233
100.174.22.59,120,7
115.41.223.17,123,10
245.252.194.155,118,36
241.36.194.236,120,71
241.36.194.236,56,12
244.171.227.55,244,2
245.252.86.131,120,250
0.144.158.127,118,42
227.167.242.117,122,71
115.52.184.246,121,22
0.13.224.31,56,143
0.13.224.31,55,24
1.19.249.152,115,100
245.56.97.29,118,22
140.138.142.157,248,4
140.143.187.42,118,31
115.50.24.161,57,5
245.252.129.120,119,119
140.113.219.134,120,17
107.203.168.169,248,1
162.136.166.138,119,144
244.140.230.29,57,21
244.140.230.29,248,2
0.202.45.5,116,2
245.253.36.153,119,100
238.250.141.34,120,1
115.40.167.80,57,224
244.133.173.244,247,5
244.171.227.186,244,9
3.176.117.203,58,15
162.135.131.246,118,2
252.44.109.234,57,7
2.58.125.26,118,59
227.57.47.21,56,1
244.171.230.199,244,9
227.10.19.38,120,27
0.42.155.5,117,8
0.42.155.5,119,10
245.56.220.91,120,29
115.55.86.79,122,2
227.247.81.104,61,18
245.252.63.43,119,11
0.17.41.179,117,3
245.253.110.230,122,533
245.253.110.230,123,26
140.138.23.85,57,19
227.186.165.173,59,161
238.2.87.254,54,1
238.2.95.254,60,101
115.40.186.253,121,2343
0.180.41.229,57,1
70.196.211.182,23,1
162.138.115.31,53,5
241.229.233.249,55,29
224.82.144.244,241,1
115.48.122.132,122,139
236.207.37.232,118,42
245.253.70.154,59,2
245.13.180.92,116,84
140.133.46.91,54,1
107.210.75.150,245,100
107.210.75.150,246,63
1.200.15.242,119,19
244.116.223.244,240,1
237.0.97.196,245,2
224.86.121.217,50,45
0.2.170.12,253,19
140.157.221.184,123,5
140.142.238.248,119,10
241.8.240.9,120,150
162.157.167.169,118,2
246.167.127.132,23,1
107.214.183.100,119,2
239.178.24.233,58,13
224.213.171.206,114,138
238.17.4.21,119,6
140.115.92.40,119,5
115.54.132.235,122,97
140.136.193.199,119,7
115.47.144.232,122,6
228.86.69.159,50,6
228.86.69.159,51,6
228.86.69.159,241,2
228.86.69.159,242,2
140.134.219.127,118,10
0.144.159.244,121,651
3.176.160.156,121,5
245.252.146.82,119,9
143.153.40.218,121,209
240.194.193.8,55,21
3.41.245.72,120,22
252.194.241.23,56,619
252.194.241.23,57,10
237.4.179.127,48,1
165.206.192.58,118,12
165.206.192.58,119,15
140.140.26.99,119,11
227.219.81.206,55,1
240.194.193.40,55,6
4.185.174.101,119,4504
244.171.227.143,244,2
140.138.42.111,121,14
227.33.134.8,56,5
115.52.105.139,121,9
143.173.65.94,121,10
115.43.84.3,122,2
3.176.218.93,120,2
107.210.42.197,117,43
115.34.147.161,122,43
107.211.180.58,118,1
238.76.140.140,118,422
115.51.175.57,58,6
227.247.82.41,61,4
245.253.29.2,119,110
245.253.119.159,119,84
153.125.111.41,121,405
115.34.74.222,122,3
3.18.177.186,117,11
227.64.165.22,60,10
162.134.0.6,54,2
1.88.77.192,59,144
240.38.192.180,118,89
3.242.167.136,53,16
140.142.22.109,120,3
140.142.231.57,119,3
0.246.117.245,61,381
107.235.126.79,118,1
107.235.126.79,119,23
3.176.214.209,58,109
3.176.214.209,119,6
0.3.167.144,61,607
0.3.167.144,252,25
227.160.31.30,118,87
0.255.58.190,121,27
252.44.97.230,117,2
143.173.121.250,56,2
135.203.173.19,120,40
245.99.48.25,245,3
107.10.111.245,120,130
140.139.202.112,118,17
245.49.53.51,119,267
143.173.107.22,121,265
245.239.196.163,119,29
1.221.217.223,242,1
227.247.83.244,61,117
252.44.191.42,247,8
227.178.25.1,117,108
3.176.242.215,58,6
140.137.12.43,119,9
140.121.15.132,117,179
237.108.167.250,249,42
227.247.80.126,61,4
140.131.120.3,118,15
0.3.117.75,122,328
0.3.117.75,59,2
3.176.201.52,120,4
115.49.51.33,122,153
237.8.96.141,242,5
140.131.193.221,118,22
245.239.205.37,119,9
162.131.175.250,58,1197
162.131.175.250,249,17
162.131.175.250,57,10
236.147.198.187,113,145
245.252.143.33,118,21
140.157.28.202,121,11
140.157.210.149,123,2
140.138.43.184,121,7
227.235.29.155,120,6
227.235.29.155,57,2
252.44.97.234,117,5
238.190.27.212,115,75
245.252.31.172,119,8
3.176.199.17,55,6
239.184.18.56,117,35
3.142.154.72,122,3
227.70.174.19,120,4
245.252.147.89,119,64
107.254.1.236,119,4
140.132.227.7,120,41
140.157.205.210,123,16
3.176.195.18,120,1
107.212.28.136,119,631
2.58.142.203,119,347
227.186.182.127,250,1
241.8.120.95,121,18
3.41.244.123,120,53
236.196.197.61,49,14
236.196.197.61,48,1
224.82.135.24,114,1
245.253.151.178,122,11
238.77.64.252,245,1406
107.214.157.73,119,1
140.157.192.254,122,7
140.32.50.227,23,1
140.141.69.170,56,32
245.252.206.32,118,1069
162.134.183.245,118,17
143.182.177.234,120,4
245.252.143.214,119,59
248.54.247.248,245,3
0.15.85.134,249,1
244.171.234.255,244,9
245.253.128.197,122,5
115.46.143.203,122,46
0.202.45.251,116,12
245.252.195.222,118,22
227.64.165.124,60,258
107.236.64.20,119,2
107.236.64.20,120,49
245.252.10.15,119,274
115.46.22.85,123,2
2.159.218.217,117,2
153.125.108.74,121,180
238.206.182.158,122,1
143.182.144.60,121,7
162.134.158.1,54,5
1.216.64.102,119,1030
227.186.176.177,59,64
227.186.186.27,60,1207
227.186.186.27,251,13
3.176.60.3,120,2
245.253.18.154,121,42
245.111.69.249,53,76
166.60.64.152,55,3
0.3.118.200,61,42
140.128.63.3,244,13
3.39.83.6,248,5
140.123.22.252,55,63
140.141.50.223,119,30
140.141.50.223,120,33
236.67.208.55,116,38
236.67.208.55,115,10
225.70.94.110,116,5
245.252.158.87,119,7
245.104.19.51,118,14
115.35.245.164,122,4
241.14.118.6,58,2
0.84.16.240,58,73
115.32.142.217,122,67
107.210.47.79,22,2
107.210.47.79,118,3
241.201.123.9,60,203
241.201.123.9,251,6
115.54.224.118,122,4
115.46.125.216,122,4
115.54.131.20,122,1539
238.92.249.3,52,13
238.92.249.3,53,13
135.203.161.108,120,47
241.84.152.94,57,449
236.207.70.134,121,146
236.207.70.134,119,9
115.43.128.23,57,111
3.245.163.213,114,438
252.44.188.123,117,94
107.237.226.250,119,1049
238.148.205.209,57,17
236.101.1.18,121,12
115.54.150.238,58,3
241.252.99.1,120,67
162.131.129.254,249,494
107.213.14.178,118,412
140.137.202.98,55,17
140.138.65.185,56,11
140.138.65.185,247,1
100.132.75.169,248,1
238.73.69.103,114,35
238.73.69.103,113,4
238.7.97.246,120,4
227.64.164.192,60,618
244.63.196.136,53,12
252.44.135.154,119,2
245.253.158.172,118,2
227.202.145.37,116,1
245.252.230.156,118,138
3.176.194.242,58,4
3.176.194.242,120,1
224.216.213.191,114,10
227.247.88.19,61,9
143.173.113.105,120,567
227.247.83.137,61,86
241.201.98.125,60,3927
69.65.72.90,52,9
63.151.233.197,23,1
140.112.32.11,245,6
245.252.3.164,118,3
115.54.144.114,121,25
140.113.43.240,119,53
140.113.43.240,56,1
140.157.245.147,122,7
162.138.183.23,119,1
162.138.17.35,121,81
162.138.17.35,59,34
236.67.11.227,117,58
224.84.114.168,115,6
227.116.204.196,119,13
241.245.116.127,120,23
224.82.55.63,113,5
241.201.118.112,60,8
107.233.126.203,119,48
140.157.102.82,122,6
245.12.143.174,115,1
245.12.143.174,116,13
3.231.222.142,121,82
0.255.19.101,251,1
0.255.19.101,60,535
242.89.9.138,248,6
245.253.36.214,119,5
241.201.118.206,60,1628
241.201.118.206,251,3
0.141.36.122,56,24
162.133.172.249,117,45
162.133.172.249,54,25
107.211.130.200,118,1
241.46.246.99,57,48585
3.41.254.232,56,383
115.54.233.42,122,8
162.157.59.11,117,3
165.254.170.253,23,1
245.253.56.41,119,48
107.204.190.217,117,2
107.204.190.217,118,3
107.169.110.4,57,281
239.185.29.131,57,2
227.133.189.5,114,518
227.133.189.5,113,1296
227.133.189.5,240,21
140.140.149.120,56,25
1.16.43.114,117,59
140.132.39.217,120,4
107.235.98.233,119,40
245.253.35.203,119,5
137.142.163.40,118,131
3.176.151.136,121,59
140.141.56.4,120,49
140.157.17.58,122,53
241.229.55.5,53,64
140.139.230.145,119,82
0.144.128.5,58,47
0.144.128.5,249,1
107.212.205.167,118,1
107.212.205.167,119,88
245.252.175.243,118,2
138.204.231.7,23,1
245.252.180.11,118,57
140.128.21.228,117,6
162.133.36.1,54,4
245.252.172.171,118,418
107.210.244.49,119,68
162.138.18.213,120,19
162.138.18.213,59,1
115.42.45.98,122,1
140.157.53.208,121,3
245.253.134.115,118,185
115.52.7.28,122,580
107.210.87.102,117,40
115.51.214.70,122,12
226.253.222.79,114,1
245.253.119.10,119,63
244.153.223.253,54,6
3.41.253.171,120,219
238.252.182.123,123,25
115.32.231.30,122,38
238.76.56.177,118,77
244.174.158.3,116,26
0.61.202.57,59,10
0.61.202.57,58,6
0.61.202.57,251,2
166.105.193.98,55,4
227.64.190.2,123,108
3.112.192.83,121,7
107.211.204.12,119,1745
3.176.198.193,120,1
244.139.223.254,53,19
140.137.71.213,55,10
107.212.132.92,118,4
107.212.132.92,119,51
227.117.125.67,249,3
162.135.181.200,117,83
162.131.199.254,59,5825
162.136.178.97,117,1
227.222.148.197,120,254
162.158.122.222,118,2
140.157.33.71,122,241
162.139.151.254,55,4
228.86.7.9,115,55
115.51.211.214,122,182
227.190.235.83,54,5
243.160.204.44,59,914
243.160.204.44,250,2
227.33.162.224,122,2
245.252.84.73,119,35
227.10.219.4,53,32
140.140.13.222,120,143
140.140.13.222,119,15
245.252.11.242,23,152
245.252.130.203,119,23
0.87.152.174,121,16
162.132.7.161,117,11
241.8.96.25,121,8
3.154.36.194,56,234
107.254.23.124,118,2
107.254.23.124,119,25
140.135.233.106,119,8
245.111.240.26,55,1
107.213.235.89,118,47
236.164.47.38,50,7
0.180.195.154,120,1
245.51.101.95,118,11
162.142.221.250,118,163
162.142.221.250,246,4
140.136.255.2,119,50
227.247.88.120,61,25
227.64.167.33,60,42
227.220.222.99,55,124
227.95.56.40,120,11
241.201.117.115,60,3019
241.201.117.115,251,62
244.171.239.238,244,9
165.206.205.241,119,7
238.2.90.206,250,18
238.2.90.206,249,7
238.2.90.206,58,1
107.215.12.47,118,1
107.215.12.47,119,15
115.12.169.68,120,49
2.46.253.82,119,308
225.211.46.157,51,19
225.211.46.157,242,1
236.67.43.199,119,6
236.67.43.199,120,3
115.33.152.168,122,72
241.169.133.89,56,5
241.169.133.89,55,1
0.61.204.250,123,5
224.86.85.188,113,1
3.176.189.208,121,18
245.253.7.205,123,5
241.110.60.123,246,6
241.110.60.123,55,67
227.247.87.144,61,4
245.253.96.66,119,6
115.40.152.134,121,1
245.122.132.198,54,154
1.88.117.255,59,12
241.8.240.107,121,26
241.201.119.60,60,1008
1.88.50.245,58,553
115.46.141.158,144,1
227.72.250.254,119,132
100.189.238.62,118,218
140.157.207.67,123,20
115.42.232.89,122,37
5.110.30.116,249,79
5.110.30.116,58,20
252.6.82.180,122,1
69.224.24.117,50,1
248.213.214.91,250,1
245.253.127.91,122,483
245.253.127.91,57,20
245.253.127.91,121,528
140.141.164.14,120,29
227.233.103.136,248,1362
227.64.190.17,123,139
0.3.90.252,121,158
245.253.37.25,119,86
245.56.129.114,54,28
115.40.27.202,121,49
3.48.124.236,56,1
115.55.77.139,121,715
238.138.149.137,117,629
241.8.156.42,121,13
224.210.241.195,55,4
238.76.128.248,118,69
140.157.139.10,59,9664
245.95.9.101,119,285
115.52.6.56,122,236
140.121.229.106,55,18
241.8.181.60,121,1026
140.138.22.142,121,7
249.25.38.188,54,1
245.239.201.153,119,91
140.132.118.114,119,9
115.55.150.166,122,1050
107.215.247.77,120,2
3.176.148.124,120,37
71.223.183.71,244,1
140.135.5.90,57,767
245.252.2.182,118,75
245.252.154.208,123,148
3.32.134.19,119,260
237.8.96.136,242,15
71.221.132.133,243,1
245.32.42.97,117,6
236.196.155.171,240,2
107.255.217.85,119,4
252.44.52.118,118,7
143.182.154.244,121,41
107.43.200.89,117,3
244.66.110.35,245,4
244.140.242.200,120,17
227.212.24.74,121,323
140.139.40.251,119,466
227.43.127.1,115,65
227.43.127.1,116,63
236.207.74.209,119,2
241.8.62.116,41,9
63.229.83.76,23,1
140.138.18.193,120,156
107.215.112.124,120,1435
115.51.161.203,122,3
244.171.225.144,244,2
244.171.225.152,244,2
143.173.34.166,58,2
135.203.174.83,120,74
224.213.40.237,118,9
236.207.197.13,120,136
236.207.197.13,118,3
140.140.139.198,121,7
69.240.13.98,114,39
115.40.20.181,121,17
3.176.202.67,120,3
227.193.128.9,54,7
227.193.128.9,57,7
227.250.69.254,57,74
0.117.32.10,117,146
245.253.93.124,119,149
245.252.148.184,119,35
115.45.108.202,121,2
245.252.63.105,119,168
3.112.218.137,121,3
238.2.71.249,59,28
115.35.100.84,122,2
140.157.139.44,59,39
245.253.138.64,118,120
166.105.193.89,55,2
107.215.111.67,120,495
241.201.105.228,60,418
140.157.116.61,122,5
241.84.147.18,57,43
239.166.14.119,121,33
140.157.39.228,122,49
5.166.13.73,23,1
0.87.28.2,119,23
131.191.177.103,57,8
115.43.175.56,57,352
107.210.40.96,245,37
115.49.154.249,122,6208
140.143.184.191,118,6
238.11.92.231,54,50
241.201.117.138,60,175
224.86.85.249,114,42
252.118.166.67,58,5
107.254.51.175,117,2
107.254.51.175,118,8
227.212.36.121,120,43
107.215.28.41,117,3
107.215.28.41,118,294
245.252.191.216,118,9
